Ano da propositura;Ind. Motivo;Ind. Endereço;Ind. Bairro;Nome;Partido
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA PAULINO GUIMARÃES;PONTE PEQUENA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO OU BUEIRO;RUA PAULINO GUIMARÃES;PONTE PEQUENA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;PODA DE ARVORES;RUA PAULINO GUIMARÃES;PONTE PEQUENA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO;RUA ANNY;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO;RUA LUIGI ALAMANI;SÃO JOÃO CLIMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA BURACO;RUA ANNY;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO DE VALETA DE ESCOAMENTO;RUA ANNY;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;IMPLANTAÇÃO DE SINALIZAÇÃO HOR. E VERT.;RUA ANNY;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;AMPLIAÇÃO DE ILUMINAÇÃO PUBLICA;PRAÇA LEÃO TOLSTOI;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;PODA DE ÁRVORE;PÇA LEÃO TOLSTOI;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;LIMPEZA PUBLICA;PRAÇA LEÃO TOLSTOI;SÃO JOÃO CLIMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RECOLOCAÇÃO OU MANUTENÇÃO DE PLACA D EIDENTIFICAÇÃO DE LOGRADOURO PUBLICO;PRAÇA LEÃO TOLSTOI;SÃO JOÃO CLIMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;IMPLANTAÇÃO OU READEQUAÇÃO DE PISOS INTERTRAVADOSEM LOGRADOUROS PUBLICOS;PRAÇA LEÃO TOLSTOI;SÃO JOÃO CLIMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;READEQUADAÇÃO REMODELAÇÃO OU REURBANIZAÇÃO DE PRAÇA E JARDIM;PRAÇA LEÃO TOLSTOI;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE PRAÇA JARDIM OU LOG.PUBLICO;PRAÇA LEÃO TOLSTOI;SÃO JOÃO CLIMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RETIRADA E REMOÇÃO DE LIXO OU ENTULHO;PRAÇA LEÃO TOLSTOI;SÃO JOÃO CLÍMACO;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;VISTORIA PARA CONTROLE E FISCALIZAÇÃO DEATIVIDADES GERADORAS DE POLUIÇÃO SONORA;RUA ITAMARATI;CIDADE NOVA HELIÓPOLIS;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RETIRADA E REMOÇÃO DE LIXO E/OU ENTULHO;AVENIDA ALMIRANTE DELAMARE X RUA DA ALEGRIA;CIDADE NOVA HELIÓPOLIS;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RETIRADA E REMOÇÃO DE LIXO E/OU ENTULHO;AVENIDA ALMIRANTE DELAMARE X RUA BARÃO DO RIOPRATA X RUA CÔNEGO XAVIER;CIDADE HELIÓPOLIS;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RETIRADA E REMOÇÃO DE LIXO E/OU ENTULHO;AVENIDA ALMIRANTE DELAMARE X RUA ALMIRANTE MARIATH;IPIRANGA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CANALIZAÇÃO DE CÓRREGO;RUA VERDI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;LIMPEZA DE CÓRREGO;RU VERDI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;LÂMPADAS ACESAS DURANTE O DIA;RUA GIOVANI DI BALDUCCIO;IPIRANGA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;NIVELAMENTO DA CAIXA DE VISITA OU POÇO DE VISITA;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA BURACO;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;READEQUAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E RECOLOCAÇÃO DE GUIA E SARJETA EMLOGRADOURO PÚBLICO;RUA LORENZO DA VITERBE;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;NIVELAMENTO DE CAIXA DE VISITA OU POÇO DE VISITA;RUA LORENZO DA VITERBO X RUA EVOLUÇÃO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;REMODELAÇÃO DE ILUMINAÇÃO PÚBLICA EM LOGRADOUROSPÚBLICOS, PRAÇAS, JARDINS, VIELAS E/OU ESCADÃO;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA BURACO;RUA GIOVANI DI BALDUCCIO X RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;AMPLIAÇÃO DE ILUMINAÇÃO PÚBLICA EM LOGRADOUROSPÚBLICOS, PRAÇAS, JARDINS, VIELAS E/OU ESCADÃO;RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA BURACO;RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOSBTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA JOÃO CORREA DE BRITO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA JOÃO CORREA DE BRITO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA JOÃO CORREA DE BRITO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;IMÓVEL IRREGULAR;RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA VERDI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA VERDI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA VERDI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA BURACO;RUA VERDI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;PODA DE ÁRVORE;RUA VERDI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;NIVELAMENTO DE CAIXA DE VISITA OU POÇO DE VISITA;RUA VERDI X RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA VERDI X RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RUA VERDI X RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA VERDI X RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃOTAPA BURACO;RUA VERDI X RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;REMODELAÇÃO DE ILUMINAÇÃO PÚBLICA EM LOGRADOUROSPÚBLICOS, PRAÇAS, JARDINS, VIELAS E/OU ESCADÃO;RUA GIROLAMO DAÍ LIBRI;VILA MOARES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DEOSBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO E/OU BUEIRO;RUA GIROLAMO DÁI LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO E/OU BUEIRO;RIA GIROLAMO DÁI LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO E/OU BUEIRO;RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;NIVELAMENTO DE CAIXA VISITA OU POÇO DE VISITA;RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO DE VALETA DE ESCOAMENTO DE ÁGUASPLUVIAIS - SARJETÃO;RUA GIOVANI DI BALDUCCIO X RUA LORENZO DA VITERBO;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;READEQUAÇÃO DE PONTE OU PASSARELA DE ACESSO APEDESTRES;RUA GIOVANI DI BALDUCCIO X RUA VENÂNCIO JOSÉ ROMÃO;JARDIM BOTUCATU;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RETIRADA E REMOÇÃO DE LIXO E/OU ENTULHO;PASSARELA ENTRE AS RUAS GIOVANI DI BALDUCCIO EVENÂNCIO JOSÉ ROMÃO;JARDIM BOTUCATU;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;LIMPEZA DE CÓRREGO;CÓRREGO EXISTENTE ENTRE AS RUAS GIOVANI DIBADUCCIO E VENÂNCIO JOSÉ DE ROMÃO;VILA BOTUCATU;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CAPINAGEM EM CALÇADAS E/OU LOGRADOURO PÚBLICO;RUA GIROLAMO DAÍ LIBRI;VILA MORAES;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;SOLICITA O ENVIO DE PROJETO DE LEI VERSANDO A CRIAÇÃO DO TAXI SOLIDÁRIO.;;;ANTONIO CARLOS RODRIGUES;PARTIDO DA REPÚBLICA
2008;PAVIMENTAÇÃO;RUA FERNANDO DE MONTESINOS;VL SANTANA;ANTONIO GOULART DOS REIS;PARTIDO SOCIAL DEMOCRATICO
2008;DESENTUPIMENTO A REDE OLETORA DE ESGOTOS;RUA MONFORT LEMOS;JD UMUARAMA;ANTONIO DONATO MADORMO;PARTIDO DOS TRABALHADORES
2008;CONSTRUÇÃO DE MURO DE ARRIMO;CDC VILA MATILDE - RUA LUPIANÓPOLIS;JD MARINGÁ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORÇO DE ILUMINAÇÃO PÚBLICA;TRAVESSA AMÉLIA BRANDÃO NERI;PARQUE MARIA LUISA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;IMPLANTAÇÃO DE PONTO DE ÔNIBUS;AV NOVA RADIAL;ITAQUERA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA DE ESCADÃO;VIELA LOCALIZADA NO FINAL DA RUA JOSÉ DE ALMEIDA CASTRO;JD MANGAL|Ô;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RETORNO DE PONTO FINAL DE ÔNIBUS;LINHA 3712 - AV JOÃO BATISTA CONTI;COHAB JOSÉ BONIFÁCIO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;IMPLANTAÇÃO DE SINALIZAÇÃO DE SEMÁFORO.;AV VITAL BRASIL COM RUA CAMARGO;BUTANTÃ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE PLACA : EMBARQUE E DESEMBARQUE -PERUA ESCOLAR.;RUA FRANCISCA PAULA;VILA CARRAO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE PALCA: CARGA E DESCARGA;RUA FRANCISCA DE PAULA - CARGA E DESCARGA;VILA CARRÃO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;MUDANÇA DE PONTO DE ÔNIBUS;AV JABAQUARA;JABAQUARA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RECAPEAMENTYO ASFALTICO;RUA HAYDEN;VILA LEOPOLDINA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;LIMPEZA DE BOCA DE LOBO;RUA HAYDEN;VILA LEOPOLDINA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REMOÇÃO DE ÁRVORE;RUA DOS SAMURÁS;VILA ZÉLIA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA DE PRAÇA PÚBLICA;PRAÇA ANTÔNIO MATULOVIC, ESQUINA COM A RUA CATUQUINA;VILA MAFRA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA DE ÁREA AJARDINADA DE PRAÇA PÚBLICA;PRAÇA DOUTOR SAMPAIO VIDAL;VILA FORMOSA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REVISÃO DE ILUMINAÇÃO PÚBLICA;RUA PIRAÚBA;JAGUARÉ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REISÃO DA ILUMINAÇÃO PÚBLICA;RUA JOSÉ BENEDITO DE MOARES LEME;JAGUARÉ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REMOÇÃO DE ÁRVORES;RUA CORUMBAIA;VILA ORATÓRIO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;PAVIMENTAÇÃO DE VIA PÚBLICA PAVIMENTAÇÃO DE VIA PUBLICA;VIELA UM - ESTRADA DE ITAQUERA;ITAQUERA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;PODA DE ÁRVORE;RUA FRANCISCO FURTADO;ITAQUERA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REMOÇÃO DE ÁRVORE;ALAMEDA DOS ARAES;VILA MARIANA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;DESRATIZAÇÃO;RUA NOVA PETRÓPOLIS;ITAQUERA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;CONSTRUÇÃO DE MURO DE ARRIMO;RUA OUTEIRO DA GLÓRIA;VILA PROGRESSO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE DOIS PONTOS DE ILUMINAÇÃO;RUA OUTEIRO DA GLÓRIA;VILA PROGRESSO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;DESRATIZAÇÃO;RUA OUTEIRO DA GLÓRIA;VILA PROGRESSO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA NA REDE COLETORA DE ESGOTO;RUA PIRAÚBA;JAGUARÉ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA NA REDE COLETORA DE ESGOTO;AV. PROF. EDGAR DOS SANTOS;PENHA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REFORMA NA REDE DE ESGOTO;RUA OUTEIRO DA GLÓRIA;SÃO MIGUEL PAULISTA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;FISCALIZAÇÃO DE TERRENO;RUA TRÊS PEDRAS;VILA ALPINA;CLAUDETE ALVES DA SILVA SOUZA;PARTIDO DOS TRABALHADORES
2008;TRANSFERÊNCIA DE PONTO FINAL DE ÔNIBUS;RUA LEONARDO NUNES;VILA CLEMENTINO;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;ASFALTO;RUA JOSÉ DE ARAGÃO;JD. MARIA EMÍLIA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;IMPLANTAÇÃO DE RUA DE LAZER;EM TODA A EXTENSÃO DA RUA JOSÉ PIZA;JARDIM LÍDER;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;SOLICITA ESTUDO PARA ESCOAMENTO DO TRANSITO DASIMEDIAÇÕES DA AVENIDA JOÃO DIAS - VILA ALMEIDA, NA;;;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REMOÇÃO DE ÁRVORE;PRAÇA ORLANDO BOA VENTURA;JARDIM MARINGÁ;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;CRIAÇÃO DE LINHA DE ÔNIBUS QUE LIGUE O TERMINAL D.PEDRO II AO CENTRO, PELO VIADUTO ALBERTO MESQUITA;;;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REDUÇÃO DE COPA DE ÁRVORE;RUA JOSÉ CORREIA BORGES;JARDIM BRASIL;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;IMPLANTAÇÃO DE UM POSTO POLÍCIAL;ESCOLA ESTADUAL DE SÃO PAULO;BRÁS/PARQUE DOM PEDRO;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;OS ARREDORES DA ESCOLA SÃO DOMINADOS POR BANDIDOS;ESCOLA ESTADUAL DE SÃO PAULO;BRÁS/PARQUE DOM PEDRO;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;VÂNDALOS RETIRARAM O PONTO DE ÔNIBUS QUE EXISTIA EOS ÔNIBUS JA NÃO PARAM MAIS NO LOCAL;RUA DOM BERNARDO NOGUEIRA;VILA GUMERCINDO;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;OBSTRUÇÃO DA ILUMINAÇÃO;RUA BASÍLIO DA CUNHA;VILA MONUMENTO;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;INSTALAÇÃO DE LUMINÁRIA;RUA ALENCAR ARERIPE;VILA INDEPENDÊNCIA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;IMPLANTAÇÃO DE UNIDADE ESCOLAR (ENSINO MÉDIO);;JARDIM APURÁ;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REFLUXO DE ESGOTOS NA REDE COLETORA;RUA IGLESIAS;JARDIM SANTA TERESA;ANTONIO DONATO MADORMO;PARTIDO DOS TRABALHADORES
2008;IMPLANTAÇÃO DE UNIDADE DE AMA - ASSISTÊNCIA MÉDICALABORATORIAL;ANTIGO HOSPITAL SANTO ANTONIO [DESATIVADO];TUCURUVI;ANTONIO GOULART DOS REIS;PARTIDO SOCIAL DEMOCRATICO
2008;PAVIMENTAÇÃO;ESTRADA DA LIGAÇÃO;JARDIM MONTE VERDE;ANTONIO GOULART DOS REIS;PARTIDO SOCIAL DEMOCRATICO
2008;PAVIMENTAÇÃO;RUA ALFREDO CORTES;JARDIM MARINGÁ;ANTONIO GOULART DOS REIS;PARTIDO SOCIAL DEMOCRATICO
2008;SOLICITA IMPLANTAR UMA UNIDADE DO POUPATEMPO NA REGIÃO DA LAPA.;;;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CONSTRUÇÃO DE QUADRA POLIESPORTIVA.;AV CANGAIBA ALT. DO N 4200;CANGAIBA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;LIMPEZA GERAL;PRAÇA VIVIANE DIAS SEGURO;CANGAIBA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;LIMPEZA DE TERRENO PÚBLICO;RUA JULIO GOUVEIA;COHAB JUSCELINO KUBITSCHE;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;FECHAMENTO DE VIA PÚBLICA;RUA BARTOLINO DE PÁDUA;CIDADE TIRADENTES;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RECONSTRUÇÃO DE GUIAS/SARJETAS.;RUA ANTONIO LA GIUDICE;JD ARICANDUVA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;RETORNO DE LINHA DE LOTAÇÃO : 3712 - CONJUNTO JOSÉBONIFÁCIO/METRÔ ITAQUERA.;RUA JOÃO BATISTA CONTI;CONJUNTO JOSÉ BAINIFÁCIO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;REURBANIZAÇÃO DE ÁREA PÚBLICA;RUA CRISTINA PISAN;CONJUNTO JOSÉ BONIFÁCIO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;INSTALAÇÃO DE ILUMINAÇÃO PÚBLICA;CRUZAMENTO DA RUA REPÚBLICA DO IRAQUE COM AV JORNALISTA ROBERTO MATINHO.;CAMPO BELO;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;EXTENSÃO NO HORÁRIO DE ATENDIMENTO DE LINHA DE ÔNIBUS.;LINHA 1764 - SANTANA / JARDIM COLORADO;SANTANA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;CANALIZAÇÃO DE CÓRREGO;CÓRREGO QUE PASSA EMBAIXO DA AVENIDA USHIKISHI KAMYA;FURNAS;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;ASFALTO;AV CUPECE;JD CUPECE;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;TRAVESSA BARÃO DE MONDIM;AMERICANÓPOLIS;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;REFORMA PAISAGÍSTICA;PÇA VIVIANE DIAS SEGURA;CANGAIBA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA LUIS OLIVIERI;ENG GOULART;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;RETIRADA DE POSTE;RUA BALDOMERO CARQUEJA;VILA PREL;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA EDITH;AMERICANÓPOLIS;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA POÉTICA MUSICAL;CIDADE ADEMAR;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;AV ASSEMBLEIA;JD MIRIAM;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA PADRE MANUEL GODINHO;VILA CLARA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA SARGENTO CARVALHO;CIDADE ADEMAR;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA MAR PAULISTA;BALNEÁRIO MAR PAULISTA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA HORÁCIO ALVES DA COSTA;JD NOSSO LAR;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA MIGUEL ELIAS;JD LUSO;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA GIUSEPPE ANSELMI];AMERICANÓPOLIS;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA ZEMPAT;JD PRUDÊNCIA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA SEBASTIÃO ANDRADE BONANI;JD PRUDÊNCIA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA DEZ DE JULHO;CIDADE ADEMAR;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;AV GARCIA DE AVILA;JD MIRIAN;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA DOMENICO PALMA;JD CUPECÊ;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA DELFINO FACCHINA;AMERICANÓPOLIS;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA BURACO;RUA PONTES DE MORAIS;JD ITAPURA;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA JOSÉ NEVES;VILA SÃO PAULO;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA EMIL ABRANY;AMERICANÓPOLIS;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA RUST;ELDORADO;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;OPERAÇÃO TAPA-BURACO;RUA SALVADOR DALI;JD APURÁ;GILBERTO TANOS NATALINI;PARTIDO VERDE
2008;CONSTRUÇÃO DE ESCADARIA (VIELA);ENTRE A AV ANTONIO CARLOS BENJAMIN DOS SANTOS ERUA LUIGI CHERUBINI;PETRONILIA;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;INSTALAÇÃO DE TELEFONE PÚBLICO;ESTRADA CAMPO LIMPO, 328;CAMPO LIMPO;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;INSTALAÇÃO DE TELEFONES;AV ENG HEITOR ANTONIO EIRAS GARCIA;VILA BORGES;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;REPOSIÇÃO DE LÂMPADAS (QUEIMADAS);RUA DORIVAL ANTÃO;JD MAZZA;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;PAVIMENTAÇÃO ASFALTICA;RUA CASTRO ALVES;JD VARGINHA;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;MUDANÇA DE PONTO DE ÔNIBUS;RUA ELIAS MAAS;CAPÃO REDONDO;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
2008;VISTORIA EM LIXO ACUMULADO;RUA ALVORADA;VILA NILO;ATILIO FRANCISCO DA SILVA;PARTIDO REPUBLICANO BRASILEIRO
