Ano da propositura;Ind. Motivo;Ind. Endereço;Ind. Bairro;Nome;Partido
2008;PODA DE ÁRVORE;AV MENDONÇA DRUMOND, 498;JD MARINGÁ;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;LIMPEZA DE TERRENO PÚBLICO;RUA JULIO CENALVO;JARDIM CATARINA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;TROCA DE LÂMPADAS DE VAPOR DE MERCÚRIO POR VAPORDE SÓDIO.;RUA AUGUSTO DE MIRANDA;POMPÉIA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;PODA DE ÁRVORES;RUA DOM MATEUS , ALTURA DO N°120;VILA MONUMENTO;DALTON SILVANO DO AMARAL;
2008;PODE DE ARVORE;RUA DOM MATEUS, ALTURA N°120;VILA MONUMENTO;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA , REFORMA E MELHORIA DEPRAÇA;PRAÇA CEL. FERNANDES LIMA LOCALIZADA NA RUA JUREMA COM RUA INHAMBU;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA , REFORMA E MELHORIA DEPRAAÇA;PRAÇA LIONS CLUBE DE INDIANÓPOLIS LOCALIZADA NAAVENIDA INDIANOPOLIS, ALTURA DO CLUBE SÍRIO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA , REFORMA E MELHORIA DE PRAÇA;PRAÇA KANT LOCALIZADA NA RUA LORENZO VALLA ,RUAGALOFRE E RUA GARAPEBA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHORIA DEPRAÇA;PRAÇA DA ÁRVORE LOCALIZADA NA AVENIDA BOSQUEDA SAUDE COM RUA DOMINGOS DE MORAES;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO, LIMPEZA, REFORMA E MELHORIA DEPRAÇA;PRAÇA SANTISSIMO SACRAMENTO LOCALIZADA NA AVENIDA23 DE MAIO COM A RUA TUTÓIA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA,REFORMA E MELHORIA DEPRAÇA;PRAÇA KISAO TOKITA LOCALIZADA NA RUA ITAMIAMI129 (PRAÇA PÚBLICA QUE FICA DENTRO DE UMCONDOMINIO);VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;AMPLIAÇÃO DE PRAÇA;PRAÇA DO POVO HUNGARO ATÉ A RUA JOSE DO PATROCINIO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;RESTAURAÇÕES E MELHORIAS DE PRAÇAS;PRAÇA LOCALIZADA EM FRENTEA IGREJA NOSSA SENHORADA GLORIA SITUADA NA RUA LACERDA FRANCO, 02;CAMBUCI;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA CIDADE DE MILÃO LOCALIZADA NA AVENIDA REPUBLICA DO LIBANO, RUA DIOGO JACOME E AVENIDA IV CENTENÁRIO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA DAVID NASSER LOCALIZADA NA AVENIDA DOS BANDEIRANTES COM RUA MARIA NORCHESE;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHORIA DEPRAÇA;PRAÇA RUBENS LOPES LOCALIZADA NA AVENIDABRIGADEIRO LUIS ANTONIO COM RUA MANOEL DA NOBREGA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA REINALDO PORCHAT LOCALIZADA NO VIADUTO GAL.EUCLIDES DE FIGUEIREDO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA IMBRAHIM NOBRE LOCALIZADA NA ALÇA DA AVENIDA 23 DE MAIO , ALTURA DA RUA CURITIBA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA , REFORMA E MELHORAIA DEPRAÇA;PRAÇA GAL. ESTILAC LEAL LOCALIZADA NA AVENIDAPEDRO ALVARES CABRAL COM RUA MANOELDA NOBREGA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA , REFORMA E MELHORIA DEPRAÇA;PRAÇA CARLOS GARDEL LOCALIZADA NA RUA ABILIOSOARES COM RUA CURITIBA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO E MANUTENÇÃO DE PRAÇA .MELHORIA NOCAMPO DE FUTEBOL E VESTIARIOS;PRAÇA ROSA ALVES DA SILVA LOCALIZADA NA RUA JOSEDO PATROCINIO COM RUA MACHADO DE ASSIS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA , REFORMA E MELHORIA DEPRAÇA;PRAÇA PROFESSOR VICNETE RAO LOCALIZADA NA RUA AÇOARES , RUA DOM HENRIQUE E RUA NUN ALVARES;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;CARGA E DESCARGA EM FRENTE A LOJA AUTO PEÇASOLIGIL;RUA FREIRE DA SILVA N°518;CAMBUCI;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇAÕ , LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA FLORENCE NIGHTNGALE LOCALIZADA NA RUA MESQUITA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA , REFORMA E MELHORIADE PRAÇA;PRAÇA JANETE CLAIR LOCALIZADA NA AVENIDA NHAMBIQUARAS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA , REFORMA E MELHORIA DE PRAÇA;PRAÇA ARMANDO SALES DE OLIVEIRA LOCALIZADA NA AVENIDA BRIGADEIRO LUIS ANTONIO COM RUA MANOEL DE NOBREGA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO , LIMPEZA , REFORMA E MELHORIA DE PRAÇA;PRAÇA JOÃO ALVES MEIRA LOCALIZADA NA RUA GAIVOTA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA , REFORMA E MELHORIA DE PRAÇA;PRAÇA GIORDANO BRUNO LOCALIZADA NA RUA CAROLINA RIBEIRO COM RUA JOÃO LUIS VIVES;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA PROF. FRANCISCO ELIAS DE G. MOREIRA LOCALIZADA NA RUA DO PARAÍSO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA, REFORMA E MELHORIA DE PRAÇA;PRAÇA MOYSES KUHLMANN LOCALIZADA NA AVENIDA CECI;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA CONEGO OLAVO BRAGA SCARDIGNO LOCALIZADA NA AVENIDA JOSE MARIA WHITAKER COM RUA SALVADOR DE EDRA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA PROF. AMERICO PORTUGAL GOUVEIA LOCALIZADA NA RUA FERNADO DE NORONHA , RUA CORREIA DE LEMOS E RUA CHANGÁ;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA , REFORMA E MELHORIA DE PRAÇA;PRAÇA BENJAMIM REGINATO LOCALIZADA NA RUA JOSÉ DECAMARGO , RUA POTENGI E RUA PAJÉU;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA SANTA RITA DE CASSIA LOCALIZADA NA AVENIDA SENADOR CASEMIRO DA ROCHA COM RUA DAS ROSAS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA PADRE GREGORIO WEATRUPP LOCALIZADA NA AVENIDA JABAQUARA ,RUA PROF. SOUZA BARROS E RUA SOARES AVELAR;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHOPRIA DE PRAÇA;PRAÇA PROF. MÁRIO AUTUORI LOCALIZADA NA RUA DOS DEMOCRATAS COM AVENIDA AFONSO D'ESCRAGNOLLE TAUNAY;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA ALEXANDRE CABANEL LOCALIZADA NA RUA CHARLESASTOR COM RUA ALBERTO DAY;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA LAZAR SEGAL LOCALIZADA NA RUA DOMINGOS DE MORAES COM AVENIDA SENA MADUREIRA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA MANOEL VAZ DE TOLEDO LOCALIZADA NA RUA ESTADO DE ISRAEL,RUA DOS OTONIS E RUA NAPOLEÃO DE BARROS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO ,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA COMUNITÁRIA DA VILA MARIANA LOCALIZADA NA AVENIDA LINS DE VASCONCELOS COM RUA VERGUEIRO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO, LIMPEZA, REFORMA E MELHORIA DE PRAÇA.;PÇA GIORDANO BRUNO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO, LIMPEZA, REFORMA E MELHORIA DE PRAÇA.;PÇA SÃO FRANCISCO DA GLÓRIA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA DR. AFRODISIO VIDIGAL LOCALIZADA NA RUAVERGUEIRO COM RUA DOMINGOS DE MORAES;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRÇA ANAPOLIS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA ANTONIO BORGES DE ALMEIDA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA POVO HUNGARO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA SEN RAUL CARDOSO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA RODRIGUES DE ABREU;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA ELIAS SALIN ABEID;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA PRS. GAMAL ABDEL NASSER;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA KENICH NAKAGAWA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRÇA JUCA MULATO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA OSWALDO CRUZ;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA DR. CARVALHO FRANCO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA SALAH SALIBY;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO, LIMPEZA, REFORMA E MELHORIA DEPRAÇA.;PÇA WETHER MAYARD KRAUSE;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA DOS ARANAS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA ,REFORMA E MELHORIA DE PRAÇA;PRAÇA PROF. ROSSINI TAVARES DE LIMA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA REINO DE MARROCOS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA ROQUE WILLER AFFONSO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORME E MELHORIA DE PRAÇA;PRAÇA POMBO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA POUL HARRIS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA NOSSA SENHORA DA APARECIDA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA MESTRE DE AVIZ;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA MARIA HELENA MENDES DE B. SAAD;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIAZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA LUIS MARTINELLI;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REFORMA DE PRAÇA;PRAÇA COMANDANTE EDUARDO DE OLIVEIRA;PQ EDU CHAVES;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;INSTALAÇÃO DE PLAYGROUND E OUTROS EQUIPAMENTOS PUBLICOS;PRAÇA SEM NOME;CIADE TIRADENTES;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;RECONSTRUÇÃO DA PRAÇA COM INSTALÇAÃO DE PLAYGROUND E DEMAIS EQUIP. NECESSARIOS;PRAÇA SEM NOME;CIDADE TIRADENTES;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;IMPLANTAÇÃO DE UMA PRAÇA PUBLICA COMPLETA;FINAL DA RUA SANTA ETELVINA;CAHACARA SANTA ETELVINA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;IMPALNTAÇÃO DE UM NOVO SISTEMA DE ILUMINAÇÃO EM PQ E ESTADIO;PQ DA ACLIMAÇÃO E ESTADIOD E FUTEBOL;CAMBUCI;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REFORMAS EM GERAL NA QUADRA E INTALÇÃO DE PLAYGROUND COM ESPAÇO PARA 3° IDADE NA PRAÇA;PRAÇA JOSE VICENTE DE NOBREGA;CAMBUCI;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO E MELHORIA DE PRAÇA;PRAÇA BELMIRO VAMPEL;IPIRANGA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA,INSTALAÇÃO DE PLAYGROUND DE QUIOSQUE NA PRAÇA;PRAÇA MIGUEL PEDROSO;VILA VERMELHA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO E ILUMINAÇÃO DE PRAÇA;PRAÇA PINHEIRO DA CUNHA;IPIRANGA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO E MELHORIAS NA PRAÇA EM GERAL;PRAÇA RAFAEL SANZIO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,REFROMA E CONSTRUÇÃO DE GRADES EMPRAÇA;PRAÇA MONOUKI KOUMERIAM;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO E MELHORIAS NA AREA DE LAZER E ESPORTE DE PRAÇA;PRAÇA JULIO CESAR VANINI;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO MELHORIAS E INSTALAÇÃO DE PLAYGROUND EM PRAÇ A;PRAÇA EDGARD D'ALMEIDA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORME E MELHORIA DE PRAÇA;PRAÇA PASCHOAL RODRIGUES;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORME E MELHORIA DE PRAÇA;PRAÇA ENG. DA COSTA GAMA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIzAÇÃO,LIMPEZA, REFORMA E MELHORIA DE PRAÇA;PRAÇA CORA CAROLINA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO,LIMPEZA,REFORMA E MELHORIA DE PRAÇA;PRAÇA DIA DO SENHOR;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO LIMPEZA REFORMA E MELHORIA DE PRAÇA;PRAÇA MOKITI OKADA;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO LIMPEZA REFORMA E MELHORIA DE PRAÇA;PRAÇA PROF JAIRO DE ALMEIDA RAMOS;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REVITALIZAÇÃO LIMPEZA REFORMA E MELHORIA NA PRAÇA;PRAÇA CAETANO MANZI SOBRINHO;VILA MARIANA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;TROCA DE LAMPADAS;RUA JOSE CORREIA BORGES;PQ EDU CAHVES;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;DESRATIZAÇÃO;RUAS CAPITÃO ALCOOK , FRANCISCO ALVES BEZERRA E TRAVESSAS;PQ EDU CHAVES;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;PODA DE ARVORES DE DA ESCOLA ESTADUAL PROF. PAUL HUGON;RUA GENERAL JOSE DE ALMEIDA BOTELHO 196;MANDAQUI;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;PODA DE ARVORES DENTRO DA ESCOLA ESTADUAL PROF. PAUL HUGON;RUA GENERAL JOSE ALMEIDA BOTELHO 196;MANDAQUI;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;REMOÇÃO DE ARVORE E REPLANTIO DE OUTRA DE MENOR PORTE .;RUA ENGENHEIRO PRUDENTE EM FRENTE AO N°153;VILA MONUMENTO .;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;CORTE DE MATO;PRAÇA MARIA TEREZA MARTINS CHAIBUB;ACLIMAÇÃO;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;LIMPEZA DE PRAÇA;PRAÇA NA RUA DR. CLEMENTE JOBIM;JA GLORIA;DALTON SILVANO DO AMARAL;DEMOCRATAS
2008;TRACA DE LAMPADAS DE VAPOR DE MERCURIO POR VAPOR DE SODIO;RUA PALMEIRA IMPERIAL;JD HELENA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;TRACA DE LAMPADAS DE VAPOR DE MERCURIO POR VAPOR DE SODIO;AV. DR. JOSE MARTINS DE LISBOA;JA HELENA;CELSO DO CARMO JATENE;PARTIDO DA REPÚBLICA
2008;OPERAÇÃO TAPA BURACO.;RUA JOÃO ANTONIO ANDRADE;PQ BOTURUSSU.;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA BURACO;RUA NOVA DO TUPAROQUERA;JD SAÕ LUIS;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO;RUA DOMINGOS DE MORAES;VILA MARIANA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO;RUA DOMINGOS MORAES;VILA MARIANA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;VISTORIA PARA CONTROLE E FISCALIZAÇÃO DE ATIVIDADES GERADORAS DE POLUIÇÃO SONORA;RUA DOMINGOS DE MORAIS;VILA MARIANA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;VISTORIA PARA CONTROLE E FISCALIZAÇÃO DE ATIVIDADES GERADORAS DE POLUIÇÃO SONORA;RUA DOMIGOS MORAIS;VILA MARIANA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;LIMPEZA DE CORREGO;CORREGO PONTE RASA;PQ CISPER;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RAPAVIMENTAÇÃO ASFALTICA EM VIAS;RUA VIRGIIA MODESTO;PARELHEIROS;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;ESTUDO PARA IMPLANTAÇÃO OU READEQUADAÇÃO DE ILUMINAÇÃO PUBLICA EM VIAS PUBLICAS;RUA VIRGINIA MODESTO;PARELHEIROS;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RECOLOCAÇÃO OU MANUTENÇÃO DE PLACA DE LOGRADOURO;RUA VIRGINIA MODESTO;PARELHEIROS;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;LIMPEZA DE PRAÇA E JARDINS.;PÇA ROSA LAUDELINA DE CARVALHO;VL GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;IMPLANTAÇÃO OU READEQUAÇÃO DE ILUMINAÇÃO.;PÇA ROSA LAUDELINA DE CARVALHO;VL GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA BURACO;RUA TORRINHA;CIDADE MÃE DO CÉU;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;PODA DE ARVORES;PRAÇA ROSA LAUDELINA DE CARVALHO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;ESTUDO PARA IMPLANTAÇÃO OU READEQUADAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL;RUA BARÃO DO SERRO LARGO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;ESTUDO PARA IMPALNTAÇÃO OU READEQUADAÇÃO DE SINALIZAÇÃO HORIZONTAL E VERTICAL;RUA EUCLIDES PACHECO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RECAPEAMENTO ASFALTICO EM VIAS PUBLICAS;RUA EUCLIDES PACHECO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CAPINAGEM EM CALÇADAS OU RUA;RUA EUCLIDES PACHECO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO OU BUEIRO;RUA EUCLIDES PACHECO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MENUTENÇÃO E REFORMA DE BOCA DE LOBO OU BUEIRO;RUA EUCLIDES PACHECO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO OU BUEIRO;RUA EUCLIDES PACHECO;VILA GOMES CARDIM;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CAPINAGEM EM CALÇADAS OU RUA;RUA OMACHA;PENHA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;PODA DE ÁRVORE;RUA OMACHA;PENHA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;RECAPEAMENTO;RUA FILIPE GALVÃO;VILA GRANADA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESOBSTRUÇÃO E LIMPEZA DE BOCA DE LOBO;RUA FILIPE GALVÃO;VILA GRANADA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;MANUTENÇÃO E REFORMA DE BOCA DE LOBO;RUA FILIPE GALVÃO;VILA GRANADA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;DESRATIZAÇÃO DE BOCA DE LOBO;RUA FILIPE GALVÃO;VILA GRANADA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CAPINAGEM EM CALÇADAS OU RUA;RUA FILIPE GALVÃO;VILA GRANADA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CAPINAGEM EM CALÇADAS OU RUA.;RUA JOSE FLAVIO;PENHA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;CAPINAGEM EM CALÇADAS OU RUA;RUA JOSE FALVIO;PENHA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;OPERAÇÃO TAPA-BURACO;RUA COPEREMA;CANGAIBA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
2008;FISCALIZAÇÃO DE USO E OCUPAÇÃO DE SOLO;AV CANGAIBA;CANGAIBA;ATILA RUSSOMANO;PARTIDO PROGRESSISTA
